player,position,season,phase,contract_event_id,points_pct_change_from_baseline,total_rebounds_pct_change_from_baseline,assists_pct_change_from_baseline,steals_pct_change_from_baseline,blocks_pct_change_from_baseline,fg_percentage_pct_change_from_baseline,three_point_percentage_pct_change_from_baseline,efficient_scoring_value_pct_change_from_baseline,hustle_factor_pct_change_from_baseline,offensive_creation_rate_pct_change_from_baseline,availability_rate_pct_change_from_baseline,overall_impact_score_pct_change_from_baseline,points_pct_change_from_contract_year,total_rebounds_pct_change_from_contract_year,assists_pct_change_from_contract_year,steals_pct_change_from_contract_year,blocks_pct_change_from_contract_year,fg_percentage_pct_change_from_contract_year,three_point_percentage_pct_change_from_contract_year,efficient_scoring_value_pct_change_from_contract_year,hustle_factor_pct_change_from_contract_year,offensive_creation_rate_pct_change_from_contract_year,availability_rate_pct_change_from_contract_year,overall_impact_score_pct_change_from_contract_year
Desmond Bane, SG      ,2025, Post-Contract Year 2,2.0,0.401,0.627,1.409,0.333,0.333,0.041,-0.097,0.384,0.279,0.252,-0.042,0.225,-0.105,0.162,-0.019,0.091,-0.111,0.021,0.014,-0.093,0.168,0.038,0.243,0.095
Devin Booker, SG      ,2016, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.446,-0.444,-0.447,-0.333,-0.0,-0.021,-0.104,-0.469,-0.257,-0.07,0.407,-0.199
Devin Booker, SG      ,2017, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.112,-0.289,-0.277,-0.0,-0.0,-0.021,-0.052,-0.159,-0.239,-0.164,0.444,-0.09
Devin Booker, SG      ,2018, Contract Year 1     ,1.0,0.387,0.579,0.567,0.2,-0.0,0.021,0.085,0.457,0.33,0.132,-0.299,0.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Booker, SG      ,2019, Contract Year 2     ,2.0,0.176,0.079,0.669,-0.0,-0.385,0.034,-0.094,0.192,-0.017,0.057,-0.069,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Booker, SG      ,2020, Contract Year 3     ,3.0,-0.026,-0.116,0.262,-0.333,-0.143,0.019,-0.035,-0.015,-0.186,-0.142,0.157,-0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Booker, SG      ,2021, Post-Contract Year 3,3.0,-0.062,-0.116,-0.165,-0.238,-0.429,0.008,-0.074,-0.071,-0.138,-0.308,0.107,-0.089,-0.019,-0.0,-0.204,0.067,-0.2,-0.005,-0.02,-0.029,0.029,-0.107,-0.022,-0.012
Devin Booker, SG      ,2022, Baseline Year 4     ,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.19,-0.111,0.467,0.6,-0.042,0.104,0.01,0.263,0.276,-0.007,0.12
Devin Booker, SG      ,2023, Baseline Year 4     ,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.071,0.019,0.333,0.2,0.015,0.012,0.08,0.124,0.305,-0.226,0.05
Devin Booker, PG      ,2024, Contract Year 4     ,4.0,0.198,0.184,0.693,-0.0,0.231,0.09,0.011,0.282,0.066,0.668,-0.011,0.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Booker, SG      ,2025, Post-Contract Year 4,4.0,0.131,0.079,0.742,-0.0,-0.385,0.021,-0.078,0.156,-0.078,0.545,0.091,0.08,-0.028,-0.047,0.014,-0.0,-0.333,-0.033,-0.046,-0.052,-0.072,-0.038,0.049,-0.037
Devin Harris, PG      ,2015, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197,0.059,0.59,0.667,-0.0,0.056,0.085,0.252,-0.063,0.378,0.094,0.073
Devin Harris, PG      ,2016, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.294,-0.077,0.5,-0.0,0.129,-0.0,0.097,0.144,-0.127,-0.079,0.042
Devin Harris, PG      ,2017, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.088,0.176,0.077,0.167,-0.5,0.008,-0.003,-0.093,0.163,0.12,-0.065,0.063
Devin Harris, PG      ,2018, Contract Year 1     ,1.0,0.091,-0.1,-0.1,-0.192,0.2,-0.022,0.03,0.08,-0.084,-0.169,0.039,-0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Harris, PG      ,2019, Post-Contract Year 1,1.0,-0.182,-0.2,-0.229,-0.423,0.2,-0.098,-0.083,-0.237,-0.066,-0.051,-0.005,-0.069,-0.143,-0.059,-0.077,-0.167,-0.0,-0.04,-0.058,-0.172,0.009,0.067,-0.022,-0.014
Devin Vassell, SF      ,2021, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.553,-0.349,-0.526,-0.364,-0.5,-0.049,-0.039,-0.574,0.017,-0.147,-0.127,-0.121
Devin Vassell, SF      ,2022, Contract Year 1     ,1.0,1.236,0.536,1.111,0.571,1.0,0.052,0.04,1.345,-0.017,0.173,0.145,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Vassell, SG      ,2024, Contract Year 2     ,2.0,2.545,0.357,3.556,0.571,-0.0,0.163,0.072,2.963,-0.297,0.34,0.097,0.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Vassell, SG      ,2025, Post-Contract Year 2,2.0,1.964,0.429,2.222,0.857,0.667,0.091,0.061,2.205,-0.163,0.074,0.032,0.078,-0.089,0.026,-0.171,0.083,0.25,-0.032,-0.005,-0.106,0.087,-0.11,-0.03,-0.006
Devonte' Graham, PG      ,2019, Contract Year 1     ,1.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devonte' Graham, PG      ,2020, Post-Contract Year 1,1.0,2.872,1.429,1.885,1.0,199999.0,0.114,0.327,3.553,0.014,-0.231,0.37,0.288,0.59,0.417,0.485,0.333,1.0,0.054,0.141,0.64,0.007,-0.13,0.156,0.126
Dewayne Dedmon, C       ,2015, Contract Year 1     ,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dewayne Dedmon, C       ,2016, Contract Year 2     ,2.0,0.189,-0.22,-0.0,0.333,-0.0,-0.005,-1.0,0.183,-0.02,0.429,-0.017,-0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dewayne Dedmon, C       ,2017, Contract Year 3     ,3.0,0.378,0.3,2.0,0.667,-0.0,0.107,-1.0,0.526,0.045,2.333,0.288,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dewayne Dedmon, C       ,2018, Post-Contract Year 3,3.0,1.703,0.58,6.5,1.0,-0.0,-0.068,354999.0,1.775,-0.124,4.0,0.051,0.007,0.325,0.097,0.429,0.091,-0.0,-0.086,1.0,0.291,-0.088,0.2,-0.101,-0.051
Dewayne Dedmon, C       ,2019, Contract Year 4     ,4.0,1.919,0.5,6.0,2.667,0.375,-0.125,381999.0,1.966,-0.094,4.0,0.085,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dewayne Dedmon, C       ,2020, Contract Year 5     ,5.0,0.568,0.14,1.5,1.0,0.125,-0.288,205999.0,0.236,-0.041,0.786,-0.254,-0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dewayne Dedmon, C       ,2022, Post-Contract Year 5,5.0,0.703,0.16,2.5,0.333,-0.25,0.007,403999.0,0.812,0.003,2.182,0.136,0.07,0.041,0.009,0.167,-0.2,-0.2,0.172,0.325,0.189,0.022,0.281,0.207,0.061
Deyonta Davis, C       ,2018, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
Dillon Brooks, SF      ,2018, Contract Year 1     ,1.0,-0.214,-0.162,-0.059,0.125,-0.0,0.026,-0.103,-0.261,-0.01,-0.353,0.093,-0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dillon Brooks, SG      ,2020, Contract Year 2     ,2.0,0.157,-0.108,0.235,0.125,1.0,-0.051,-0.098,0.033,0.077,-0.245,-0.027,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dillon Brooks, SF      ,2021, Contract Year 3     ,3.0,0.229,-0.216,0.353,0.5,1.0,-0.023,-0.134,0.109,0.022,-0.217,-0.107,-0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dillon Brooks, SF      ,2023, Contract Year 4     ,4.0,0.021,-0.108,0.529,0.125,-0.0,-0.077,-0.179,-0.103,-0.017,0.122,-0.027,-0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dillon Brooks, SF      ,2024, Post-Contract Year 4,4.0,-0.093,-0.081,-0.0,0.125,-0.5,-0.002,-0.096,-0.123,-0.037,-0.154,-0.04,-0.067,-0.059,0.015,-0.209,-0.0,-0.333,0.039,0.048,-0.011,-0.01,-0.14,-0.007,-0.021
Dillon Brooks, SF      ,2025, Baseline Year 5     ,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.104,-0.209,-0.111,0.333,0.041,0.159,0.128,0.028,0.016,0.034,0.049
Dion Waiters, SG      ,2015, Contract Year 1     ,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dion Waiters, SG      ,2016, Contract Year 2     ,2.0,-0.169,0.083,-0.0,-0.091,-0.333,0.008,0.205,-0.122,-0.0,-0.063,-0.025,-0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dion Waiters, SG      ,2017, Contract Year 3     ,3.0,0.339,0.375,1.15,-0.182,0.333,0.071,0.33,0.502,0.11,0.402,-0.425,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dion Waiters, SG      ,2019, Post-Contract Year 3,3.0,0.017,0.083,0.4,-0.364,-0.333,0.045,0.269,0.234,-0.018,0.312,-0.45,-0.083,-0.137,-0.119,-0.211,-0.125,-0.333,-0.012,-0.023,-0.098,-0.061,-0.033,-0.022,-0.059
Dirk Nowitzki, PF      ,2015, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.055,-0.092,0.056,-0.286,-0.429,0.025,0.033,-0.047,-0.084,0.056,0.027,-0.046
Dirk Nowitzki, PF      ,2016, Contract Year 1     ,1.0,0.058,0.102,-0.053,0.4,0.75,-0.024,-0.032,0.049,0.092,-0.053,-0.026,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dirk Nowitzki, PF      ,2017, Contract Year 2     ,2.0,0.945,1.097,1.143,2.0,0.75,0.217,0.212,1.169,0.246,0.071,0.059,0.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dirk Nowitzki, C       ,2018, Post-Contract Year 2,2.0,0.644,0.839,1.286,2.0,0.5,0.27,0.311,1.025,0.178,0.429,0.51,0.331,-0.084,-0.066,0.032,-0.0,-0.077,0.021,0.039,-0.034,-0.028,0.143,0.176,0.018
Dirk Nowitzki, PF      ,2019, Baseline Year 3     ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.443,-0.492,-0.548,-0.667,-0.385,-0.196,-0.207,-0.523,-0.175,-0.2,-0.221,-0.235
Domantas Sabonis, PF      ,2017, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.582,-0.613,-0.655,-0.167,-0.0,-0.324,-0.393,-0.683,-0.461,-0.279,0.095,-0.402
Domantas Sabonis, C       ,2018, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.177,-0.172,-0.31,-0.167,-0.0,-0.129,-0.336,-0.277,-0.155,-0.207,-0.0,-0.151
Domantas Sabonis, C       ,2019, Contract Year 1     ,1.0,0.611,0.646,0.933,0.2,-0.0,0.292,0.574,0.922,0.445,0.321,-0.045,0.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Domantas Sabonis, PF      ,2020, Contract Year 2     ,2.0,-0.021,0.025,-0.038,-0.2,0.25,-0.058,-0.186,-0.1,0.006,0.099,-0.0,-0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Domantas Sabonis, PF      ,2021, Post-Contract Year 2,2.0,0.074,-0.008,0.288,0.2,0.25,-0.066,0.029,0.013,-0.027,0.178,-0.0,-0.006,0.046,-0.016,0.145,0.2,-0.0,-0.005,0.117,0.059,-0.017,0.035,-0.0,0.002
Domantas Sabonis, C-PF    ,2022, Baseline Year 3     ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026,-0.008,-0.111,-0.0,-0.2,0.066,0.085,0.045,0.011,-0.122,-0.0,0.008
Domantas Sabonis, C       ,2023, Contract Year 3     ,3.0,0.574,0.577,1.671,0.2,0.25,0.242,0.137,0.806,0.22,1.066,0.092,0.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Domantas Sabonis, C       ,2024, Contract Year 4     ,4.0,0.599,0.756,2.0,0.35,0.5,0.199,0.155,0.768,0.322,1.047,0.134,0.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Domantas Sabonis, C       ,2025, Post-Contract Year 4,4.0,0.574,0.782,1.195,0.05,-0.0,0.191,0.271,0.792,0.342,0.698,-0.032,0.353,-0.008,0.007,-0.155,-0.125,-0.2,-0.003,0.048,0.007,0.008,-0.093,-0.079,-0.011
Donald Sloan, PG      ,2015, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Donald Sloan, PG      ,2016, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.054,0.037,0.222,0.25,99999.0,0.078,0.227,0.003,0.061,0.135,0.151,0.087
Donatas Motiejunas, PF      ,2015, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Donovan Clingan, C       ,2025, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Donovan Mitchell, SG      ,2018, Contract Year 1     ,1.0,-0.221,-0.201,-0.284,-0.022,-0.182,-0.056,-0.091,-0.283,-0.139,-0.34,0.222,-0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donovan Mitchell, SG      ,2019, Contract Year 2     ,2.0,-0.095,-0.115,-0.187,-0.087,0.091,-0.067,-0.032,-0.189,-0.085,-0.277,0.191,-0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donovan Mitchell, SG      ,2020, Contract Year 3     ,3.0,-0.087,-0.05,-0.168,-0.348,-0.455,-0.03,-0.021,-0.15,-0.147,-0.233,0.067,-0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donovan Mitchell, PG      ,2021, Contract Year 4     ,4.0,0.004,-0.05,0.006,-0.348,-0.182,-0.054,0.032,-0.052,-0.108,-0.104,-0.18,-0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donovan Mitchell, SG      ,2022, Post-Contract Year 4,4.0,-0.015,-0.094,0.026,-0.022,-0.455,-0.032,-0.051,-0.046,-0.088,-0.146,0.036,-0.058,-0.01,-0.023,0.01,0.2,-0.2,0.011,-0.042,0.003,0.011,-0.024,0.117,0.024
Donovan Mitchell, SG      ,2023, Baseline Year 5     ,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082,-0.0,-0.162,0.2,0.6,0.093,0.042,0.176,0.003,-0.07,0.133,0.077
Donovan Mitchell, SG      ,2024, Baseline Year 5     ,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.186,0.162,0.44,1.0,0.043,-0.007,0.053,0.214,0.201,-0.083,0.108
Donovan Mitchell, SG      ,2025, Baseline Year 5     ,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.082,0.047,-0.048,0.04,-0.2,-0.0,-0.007,-0.074,0.107,0.298,0.183,0.077
Donte DiVincenzo, SG      ,2020, Contract Year 1     ,1.0,-0.214,0.297,-0.361,0.083,-0.0,0.078,-0.154,-0.258,0.386,-0.276,0.065,0.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donte DiVincenzo, SG      ,2021, Contract Year 2     ,2.0,-0.111,0.568,-0.139,-0.083,-0.333,-0.005,-0.045,-0.174,0.286,-0.024,0.065,0.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donte DiVincenzo, SG      ,2022, Post-Contract Year 2,2.0,-0.231,0.081,-0.222,-0.083,-0.333,-0.168,-0.146,-0.376,0.1,-0.265,-0.323,-0.105,-0.072,-0.184,-0.051,-0.0,-0.0,-0.089,-0.056,-0.139,-0.078,-0.141,-0.222,-0.116
Donte DiVincenzo, SG      ,2023, Contract Year 3     ,3.0,-0.197,0.216,-0.028,0.083,-0.667,0.031,-0.0,-0.188,0.117,-0.028,0.161,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donte DiVincenzo, SG      ,2024, Post-Contract Year 3,3.0,0.325,-0.0,-0.25,0.083,0.333,0.05,0.01,0.362,-0.076,-0.15,0.306,0.067,0.245,-0.098,-0.129,-0.0,0.6,0.009,0.005,0.253,-0.095,-0.067,0.059,0.004
Donte DiVincenzo, SG      ,2025, Baseline Year 4     ,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.098,0.161,-0.077,0.2,-0.039,-0.005,-0.08,-0.02,0.098,-0.19,-0.058
Dorell Wright, SF      ,2015, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Dorian Finney-Smith, PF      ,2017, Contract Year 1     ,1.0,-0.5,-0.372,-0.467,-0.294,-0.4,-0.144,-0.228,-0.597,-0.101,-0.238,0.237,-0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dorian Finney-Smith, SF      ,2019, Contract Year 2     ,2.0,-0.128,0.116,-0.2,0.059,-0.2,-0.006,-0.181,-0.219,0.262,-0.2,0.237,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dorian Finney-Smith, PF      ,2020, Contract Year 3     ,3.0,0.105,0.326,0.067,-0.294,-0.0,0.072,-0.009,0.122,0.152,-0.03,0.084,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dorian Finney-Smith, PF      ,2021, Post-Contract Year 3,3.0,0.14,0.256,0.133,0.059,-0.2,0.086,0.038,0.207,0.061,0.259,-0.084,0.065,0.016,-0.027,0.03,0.2,-0.111,0.006,0.023,0.037,-0.041,0.13,-0.084,-0.024
Dorian Finney-Smith, PF      ,2022, Contract Year 4     ,4.0,0.279,0.093,0.267,0.294,-0.0,0.084,0.041,0.344,-0.036,0.152,0.221,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dorian Finney-Smith, PF      ,2023, Post-Contract Year 4,4.0,-0.035,0.116,-0.0,-0.059,-0.0,-0.1,-0.112,-0.139,0.017,-0.0,0.008,-0.008,-0.14,0.011,-0.118,-0.158,-0.0,-0.093,-0.079,-0.219,0.026,-0.07,-0.096,-0.047
Dorian Finney-Smith, PF      ,2024, Baseline Year 5     ,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.119,-0.011,-0.059,-0.158,0.2,-0.023,-0.049,-0.153,0.099,-0.008,-0.068,0.013
Dorian Finney-Smith, PF      ,2025, Baseline Year 5     ,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.098,-0.179,-0.176,-0.053,-0.2,0.039,0.123,-0.032,-0.08,-0.132,-0.137,-0.091
Doug McDermott, SF      ,2016, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,-0.111,-0.222,-0.0,-0.0,0.011,0.149,0.07,-0.108,-0.319,0.227,-0.003
Doug McDermott, SF      ,2017, Contract Year 1     ,1.0,-0.043,0.125,0.286,-0.0,-0.0,-0.011,-0.129,-0.066,0.121,0.469,-0.185,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doug McDermott, SF      ,2018, Contract Year 2     ,2.0,-0.068,0.364,-0.063,-0.143,2.0,0.044,0.024,-0.083,0.23,-0.162,0.163,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doug McDermott, SF      ,2019, Post-Contract Year 2,2.0,-0.127,-0.236,-0.156,-0.143,0.5,0.098,-0.019,-0.091,-0.097,0.006,0.105,-0.021,-0.033,-0.282,-0.053,-0.0,-0.333,0.025,-0.022,-0.004,-0.153,0.091,-0.025,-0.063
Doug McDermott, PF      ,2020, Contract Year 3     ,3.0,0.231,0.364,0.031,-0.143,0.5,0.091,0.046,0.316,0.301,0.053,-0.01,0.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doug McDermott, PF      ,2021, Contract Year 4     ,4.0,0.732,1.129,0.04,0.2,1.0,0.196,-0.057,0.829,0.459,-0.198,0.031,0.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doug McDermott, PF      ,2022, Post-Contract Year 4,4.0,0.439,0.484,0.04,0.2,1.0,0.038,0.026,0.426,0.087,-0.198,-0.203,0.021,-0.092,-0.179,-0.0,-0.0,-0.0,-0.07,0.042,-0.124,-0.146,-0.0,-0.128,-0.123
Doug McDermott, SF      ,2023, Baseline Year 5     ,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.181,-0.214,0.077,-0.333,-0.0,-0.08,0.02,-0.213,-0.074,-0.031,0.094,-0.065
Doug McDermott, SF      ,2024, Baseline Year 5     ,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.558,-0.679,-0.154,-0.0,-1.0,-0.129,0.012,-0.558,-0.354,0.523,0.094,-0.217
Dragan Bender, PF      ,2017, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Dragan Bender, PF      ,2018, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.912,0.833,2.2,0.5,0.2,0.09,0.321,1.202,-0.098,0.707,0.907,0.165
Dragan Bender, PF      ,2019, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.471,0.667,1.4,1.0,-0.0,0.263,-0.213,0.677,0.168,1.133,0.07,0.214
Draymond Green, PF      ,2015, Contract Year 1     ,1.0,0.469,0.188,-0.431,0.143,0.219,-0.047,0.116,0.46,0.121,-0.105,0.317,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Draymond Green, PF      ,2016, Post-Contract Year 1,1.0,0.757,0.377,0.138,0.071,0.312,0.055,0.285,0.866,0.137,-0.023,0.35,0.217,0.089,0.073,0.333,-0.032,0.037,0.05,0.07,0.122,0.007,0.043,0.012,0.025
Draymond Green, PF      ,2017, Contract Year 2     ,2.0,0.378,0.082,0.014,0.429,0.273,-0.061,0.081,0.323,0.11,0.096,0.152,0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Draymond Green, PF      ,2018, Post-Contract Year 2,2.0,0.486,0.041,0.058,-0.0,0.182,0.02,0.056,0.531,0.006,-0.048,0.061,0.05,0.038,-0.019,0.021,-0.176,-0.037,0.041,-0.011,0.073,-0.049,-0.07,-0.041,-0.038
Draymond Green, PF      ,2019, Baseline Year 3     ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.302,-0.058,-0.035,-0.176,-0.185,0.021,-0.064,-0.299,-0.055,-0.023,-0.096,-0.083
Draymond Green, PF      ,2020, Contract Year 3     ,3.0,0.067,-0.151,-0.114,0.077,-0.273,-0.259,-0.057,-0.144,-0.119,0.144,-0.065,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Draymond Green, PF      ,2021, Post-Contract Year 3,3.0,-0.067,-0.027,0.271,0.308,-0.273,-0.149,-0.088,-0.174,-0.092,0.271,0.37,-0.011,-0.067,0.068,0.179,0.097,-0.0,0.069,-0.016,-0.018,0.015,0.053,0.189,0.042
